timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-PECI Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
172124801,1442325,799,47,7.255098,2.464147,0.148219,4.996164,7.350058,20.717686,20.717686,3.74884,0.72644,0.0
172125799,1443323,875,47,7.275153,2.992337,0.141008,4.679362,7.828271,21.088963,21.09839,3.702942,0.721924,0.0
172126815,1444339,1189,47,7.26526,2.242468,0.176524,4.956055,6.995821,19.843826,19.834408,3.61196,0.740967,0.0
172127801,1445325,1596,48,7.323445,3.725583,0.290176,5.325058,8.876134,23.164435,23.164435,3.851589,0.779907,0.0
172128811,1446335,798,49,7.355373,3.072605,0.13645,5.215309,8.243011,22.665563,22.676941,3.995422,0.722046,0.0
172129810,1447334,1573,47,7.30488,1.255791,0.060422,4.940392,5.939346,18.454273,18.443143,3.661445,0.765991,0.0
172130809,1448333,1666,46,7.250274,1.133244,0.059609,5.021159,5.751323,18.000728,18.000728,3.599669,0.780029,0.0
172131812,1449336,1750,46,7.20366,1.401017,0.0575,5.249023,5.91061,17.936638,17.936638,3.507748,0.785034,0.0
172132815,1450339,934,48,7.268758,3.851503,0.136882,4.46603,9.050113,23.573005,23.573005,4.009961,0.727051,0.0
172133807,1451331,1255,49,7.279053,2.660935,0.129924,4.764811,7.572935,20.845029,20.845029,3.784911,1.180786,0.0
172134820,1452344,1484,47,7.289126,2.606476,0.143601,5.937849,7.546267,20.842,20.842,3.809283,0.786255,0.0
172135822,1453346,1204,52,7.392785,4.831196,0.282364,5.830892,10.004384,24.476003,24.476003,3.868773,1.312012,0.0
172136803,1454327,1995,49,7.410775,2.721377,0.204418,5.505371,7.892871,22.228846,22.263714,3.960956,0.829956,1.34375
172137819,1455343,998,49,7.479026,4.103003,0.228092,4.717146,9.396887,24.130974,24.070786,4.025767,0.741211,0.0
172138811,1456335,998,48,7.467045,2.380797,0.15807,4.842122,7.150799,19.859494,19.904978,3.634623,0.738647,0.0
172139808,1457332,990,48,7.474958,2.615203,0.187291,4.926409,7.696552,21.533905,21.485727,3.883339,0.727051,0.0
