timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-Effective EWMA PeciMmio(Watts),Power-MSR Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
121607201,5694824,1719,46,6.348676,1.594407,0.094789,4.764137,6.453334,6.458785,19.560619,3.842677,0.785034,0.921875
121608208,5695831,1163,45,6.362567,1.73637,0.097534,4.905691,6.739595,6.468754,19.796412,3.888364,0.737183,0.0
121609199,5696822,1864,46,6.351028,1.340891,0.096685,4.603508,6.041084,6.453388,18.155322,3.641987,0.739868,0.0
121610205,5697828,1353,45,6.352875,1.513463,0.096869,4.79276,6.403092,6.451606,19.224658,3.825753,0.74292,0.0
121611210,5698833,1437,44,6.34091,1.309796,0.096138,4.61359,6.019524,6.436098,18.176282,3.645121,0.733398,0.0
121612218,5699841,1366,46,6.352903,1.66795,0.091735,4.915701,6.675386,6.562176,20.296167,3.973614,0.772461,0.921875
121613207,5700830,1061,46,6.394582,2.50226,0.0898,4.916292,7.508353,6.596272,20.78486,3.901411,0.739136,0.0
121614210,5701833,1497,45,6.388383,1.409931,0.096036,4.712755,6.218722,6.58295,18.725401,3.742565,0.739746,0.0
121615219,5702842,979,46,6.374668,1.39148,0.093041,4.521387,6.005908,6.565759,18.067867,3.593772,0.765015,0.921875
121616209,5703832,1157,44,6.364532,1.308959,0.092914,4.691783,6.093656,6.738425,18.465617,3.720601,0.73291,0.0
121617223,5704846,1254,46,6.372204,1.617988,0.09458,4.869397,6.581964,6.644951,19.895488,3.91672,0.783081,0.921875
121618213,5705836,1537,45,6.3811,1.596475,0.096754,4.92439,6.617619,6.643961,19.749989,3.920094,0.749512,0.0
121619222,5706845,898,45,6.370557,1.394755,0.09454,4.593896,6.083191,6.975121,18.264693,3.658156,0.771973,0.953125
121620212,5707835,1150,45,6.366791,1.451765,0.097123,4.717065,6.265953,6.949616,18.788313,3.747233,0.76416,0.0
121621217,5708840,992,45,6.355455,1.325326,0.092354,4.628499,6.04618,6.846223,18.261719,3.68229,0.759521,0.921875
121622207,5709830,1224,46,6.35919,1.63726,0.094984,4.727269,6.459514,6.832357,19.392114,3.828089,0.758911,0.0
121623213,5710836,1303,47,6.40593,2.510394,0.094697,5.076029,7.68112,6.862366,21.41909,4.01902,0.739136,0.0
121624220,5711843,998,46,6.3945,1.395202,0.091765,4.601154,6.08812,6.947108,18.366724,3.654404,0.76416,0.921875
121625213,5712836,1037,46,6.385495,1.32715,0.094532,4.721693,6.143374,6.918289,18.688251,3.746275,0.72876,0.0
121626217,5713840,880,45,6.373323,1.367372,0.093117,4.582483,6.042972,7.078032,18.1979,3.64394,0.770752,0.921875
121627224,5714847,1260,46,6.373821,1.472868,0.091917,4.822425,6.38721,7.053286,19.563316,3.881714,0.757324,0.0
121628215,5715838,1074,46,6.398877,1.859481,0.093644,5.117377,7.070502,7.053905,20.904178,4.08439,0.734131,0.0
121629223,5716846,1261,45,6.387953,1.396056,0.093276,4.601202,6.090533,7.145745,18.397352,3.664267,0.748047,0.0
121630221,5717844,972,47,6.375479,1.365404,0.093373,4.581639,6.040416,7.106072,18.300374,3.649696,0.736084,0.0
121631229,5718852,1295,46,6.36683,1.377048,0.09641,4.659872,6.133331,7.071366,18.25893,3.676909,0.733032,0.0
121632226,5719849,1539,46,6.368532,1.540607,0.094007,4.779532,6.414146,7.047729,19.422561,3.852965,0.786377,0.0
121633217,5720840,1521,45,6.386968,1.784636,0.095161,5.005984,6.885781,7.041957,20.354489,3.990633,0.738159,0.0
121634221,5721844,1250,46,6.397512,2.015698,0.093399,4.575483,6.68458,7.029295,18.917881,3.633655,0.76709,0.0
121635226,5722849,1378,45,6.390926,1.366993,0.093652,4.753014,6.213659,7.000078,18.834295,3.785819,0.774048,0.0
121636221,5723844,1380,45,6.3858,1.427396,0.09368,4.726881,6.247957,6.985424,18.804907,3.76965,0.765503,0.921875
121637230,5724853,1502,46,6.38362,1.472143,0.095387,4.756916,6.324446,6.961959,19.248748,3.838106,0.75708,0.0
121638225,5725848,898,45,6.403012,1.772495,0.095024,5.05318,6.920698,6.895702,20.446777,4.001281,0.766846,0.921875
121639237,5726860,963,46,6.391954,1.382459,0.095244,4.613187,6.09089,6.867189,18.383593,3.664867,0.770874,0.921875
121640214,5727837,1497,45,6.384761,1.434988,0.096489,4.661846,6.193323,6.842785,18.727178,3.7106,0.733276,0.0
121641238,5728861,1189,46,6.372079,1.424924,0.096082,4.500296,6.021302,6.814121,17.944775,3.55583,0.761597,0.921875
121642235,5729858,1497,46,6.372523,1.527907,0.097966,4.758356,6.38423,6.798415,19.344929,3.811928,0.742188,0.0
121643225,5730848,1176,46,6.415413,2.420817,0.094882,5.058953,7.574652,6.82611,21.279397,4.025999,0.73938,0.0
121644232,5731855,1231,45,6.403396,1.316298,0.097632,4.661259,6.075189,6.799586,18.48168,3.728205,0.72876,0.0
121645236,5732859,1346,46,6.389448,1.403324,0.093309,4.519326,6.015959,6.771376,17.978676,3.57986,0.736816,0.0
121646230,5733853,1224,45,6.378011,1.365776,0.093835,4.610558,6.070168,6.746233,18.257232,3.656389,0.736206,0.0
121647242,5734865,1283,46,6.384992,1.645677,0.097693,4.831278,6.574648,6.740147,19.71025,3.868992,0.756592,0.0
121648226,5735849,1987,45,6.392558,1.542525,0.095352,4.956453,6.59433,6.734877,19.844524,3.940152,0.730591,0.0
